Event ID,Region,Region (source),Burst Duration (min),Burst Loading,Original Burst Depth (mm),AEP Window,AEP (source) (%),Burst Start Date,Burst End Date,DB Event Reference No.,DB Pluviograph Reference No.,Offical Gauge,Lat,Long
4526,East Coast (South),East Coast (South),45,1,59.8,rare,1.5171,2/4/2008 17:40,2/4/2008 18:20,35709,470,qcd_057103,-30.0093,152.0101
4527,East Coast (South),East Coast (South),45,2,62.6,rare,3.0333,2/13/1997 19:55,2/13/1997 20:35,61133,961,qcd_203030_77,-29.11,152.9994
4528,East Coast (South),East Coast (South),45,2,79,rare,2.4185,2/18/1984 4:50,2/18/1984 5:30,118685,1915,qcd_568068_231,-34.4097,150.7781
4531,East Coast (South),East Coast (South),45,2,95.64,rare,0.6534,2/16/1984 5:35,2/16/1984 6:15,118878,1918,qcd_568071_231,-34.4628,150.7333
4533,East Coast (South),East Coast (South),45,2,93.75,rare,1.1403,10/24/1999 8:30,10/24/1999 9:10,119535,1928,qcd_568097_231,-34.37,150.8197
4534,East Coast (South),East Coast (South),45,3,65.6,rare,0.3737,2/1/2005 19:00,2/1/2005 19:40,112917,1818,qcd_563049_231,-33.8675,150.2506
4535,East Coast (South),East Coast (South),45,3,57.08,rare,0.7913,2/1/1980 14:50,2/1/1980 15:30,62840,1000,qcd_213005_77,-33.7982,150.9825
4574,East Coast (South),East Coast (South),60,1,39,frequent,14.4622,3/6/1990 14:30,3/6/1990 15:25,116969,1884,qcd_567100_233,-33.6562,150.8477
4575,East Coast (South),East Coast (South),60,1,64,frequent,14.6147,4/2/1998 2:25,4/2/1998 3:20,138471,2233,qcd_northbonvil_58,-30.3638,153.0055
4576,East Coast (South),East Coast (South),60,1,47,frequent,14.6394,3/25/2001 22:05,3/25/2001 23:00,61229,963,qcd_204001_77,-29.9793,152.725
4577,East Coast (South),East Coast (South),60,2,66.2,frequent,14.6386,1/20/1971 17:05,1/20/1971 18:00,37486,492,qcd_059040,-30.3107,153.1187
4578,East Coast (South),East Coast (South),60,2,48.5,frequent,14.7615,8/5/1986 13:10,8/5/1986 14:05,115007,1848,qcd_566038_233,-33.8578,151.2788
4579,East Coast (South),East Coast (South),60,2,45,frequent,14.8912,4/2/1992 12:10,4/2/1992 13:05,115438,1855,qcd_566055_233,-33.7067,151.107
4580,East Coast (South),East Coast (South),60,2,33,frequent,14.8952,3/21/1983 13:05,3/21/1983 14:00,118202,1907,qcd_568050_231,-34.3033,150.4194
4581,East Coast (South),East Coast (South),60,2,38.5,frequent,14.9105,2/1/2005 21:15,2/1/2005 22:10,117653,1898,qcd_567163_233,-33.7745,150.6716
4582,East Coast (South),East Coast (South),60,3,38.43,frequent,14.8886,3/10/1966 22:00,3/10/1966 22:55,42638,552,qcd_067033,-33.6022,150.7794
4583,East Coast (South),East Coast (South),60,3,47.5,frequent,15.3843,2/7/2010 1:25,2/7/2010 2:20,116371,1874,qcd_566114_233,-33.8973,151.2587
4475,East Coast (South),East Coast (South),60,1,71.09,intermediate,3.7014,1/23/1989 11:55,1/23/1989 12:50,36849,486,qcd_058131,-28.8521,153.4556
4563,East Coast (South),East Coast (South),60,1,42.8,intermediate,8.986,9/6/2006 22:40,9/6/2006 23:35,42368,546,qcd_066124,-33.7917,151.0181
4565,East Coast (South),East Coast (South),60,1,39.12,intermediate,6.3382,1/25/2001 14:35,1/25/2001 15:30,119461,1927,qcd_568094_231,-34.3778,150.3156
4566,East Coast (South),East Coast (South),60,2,33.4,intermediate,4.4749,2/5/2010 18:30,2/5/2010 19:25,44005,571,qcd_070080,-34.4048,149.8197
4567,East Coast (South),East Coast (South),60,2,49.4,intermediate,9.8444,2/20/2005 14:50,2/20/2005 15:45,38319,499,qcd_060106,-31.6647,152.0637
4568,East Coast (South),East Coast (South),60,2,52.6,intermediate,5.0031,2/20/2006 15:10,2/20/2006 16:05,61444,968,qcd_204030_77,-30.2587,152.0094
4569,East Coast (South),East Coast (South),60,2,29,intermediate,4.0565,1/18/1998 14:55,1/18/1998 15:50,122389,1975,qcd_570341_231,-34.5508,149.5728
4570,East Coast (South),East Coast (South),60,2,66.96,intermediate,5.1299,3/2/1977 22:05,3/2/1977 23:00,36879,486,qcd_058131,-28.8521,153.4556
4572,East Coast (South),East Coast (South),60,3,54.28,intermediate,11.8976,3/29/1987 17:50,3/29/1987 18:45,36635,483,qcd_058113,-28.4738,153.0861
4573,East Coast (South),East Coast (South),60,3,35,intermediate,13.5113,3/21/1983 13:05,3/21/1983 14:00,120122,1938,qcd_568140_231,-34.1467,150.4244
4360,East Coast (South),East Coast (South),60,1,62.4,rare,0.1564,2/19/2007 15:40,2/19/2007 16:35,120662,1946,qcd_568163_231,-34.4261,150.1903
4405,East Coast (South),East Coast (South),60,2,374.5,rare,0,11/23/1996 20:15,11/23/1996 21:10,138481,2233,qcd_northbonvil_58,-30.3638,153.0055
4463,East Coast (South),East Coast (South),60,3,235.87,rare,0,1/23/1991 20:20,1/23/1991 21:15,121513,1964,qcd_568296_77,-34.1437,150.6467
4555,East Coast (South),East Coast (South),60,1,101.8,rare,0.188,2/5/2001 15:25,2/5/2001 16:20,38384,500,qcd_060112,-32.0525,151.9147
4556,East Coast (South),East Coast (South),60,1,73.26,rare,1.3479,8/21/1971 17:00,8/21/1971 17:55,42072,543,qcd_066062,-33.8607,151.205
4557,East Coast (South),East Coast (South),60,2,84.5,rare,0.6129,4/10/1998 15:25,4/10/1998 16:20,115645,1859,qcd_566071_233,-33.7338,151.2208
4558,East Coast (South),East Coast (South),60,2,71,rare,1.3749,1/24/1999 7:05,1/24/1999 8:00,116054,1866,qcd_566088_233,-33.9599,151.2515
4559,East Coast (South),East Coast (South),60,2,135.5,rare,0.0627,10/24/1987 5:30,10/24/1987 6:25,118605,1914,qcd_568065_231,-34.2653,150.8778
4560,East Coast (South),East Coast (South),60,2,85,rare,0.5813,12/2/2003 14:15,12/2/2003 15:10,38318,499,qcd_060106,-31.6647,152.0637
