"EPR_E1a_001_180m_E0_MHWS_001","Location","Water Level","Water Level","Water Level","Water Level","Water Level","Water Level","Water Level","Water Level","Water Level","Water Level","Water Level","Water Level","Water Level","Water Level","Water Level","Water Level","Water Level","Water Level","Water Level","Water Level","Water Level","Water Level","Water Level","Water Level","Water Level","Water Level","Water Level","Flow","Flow","Flow","Flow","Flow","Flow","Flow","Flow","Flow","Flow","Flow","Flow","Flow","Flow","Flow","Flow","Flow","Flow","Flow","Flow","Flow","Flow","Flow","Flow","Flow","Flow","Flow","Flow","Flow","Flow","Flow","Flow","Flow","Flow"
"C:\Temp\JBP\2023s1024-ROLFS\EPR\runs\EPR_~s1~_~e1~_~e2~_~e3~_~e4~_001.tcf","Time","EPR_Outlet","ManningEsplanadeDogArea","ThornlandsRdBridge","RedlandsHorseClub","RedlandsNetballClub","ColthouseDrBridge","BushCherryPl","CrystalWater_1","CrystalWater_2","ImmediatelyDS_CrystalWtr","EPR_at_RedlandCityMarina","LinkRd","VicPntSharksSportsClub","VicPntShoppingCentre_US","VicPntShoppingCentre_DS","EPR_atKFCVicPnt","EPR_atCreeksideCct","EPR_atKodakCl","BunkerRoad","EPR_atSpringacreRd","EldershawAve","SandyCkatMtCottonRd","EPR_atCottonCnr","S_36","S_8","S_20","S_22","EPR_Outlet","EPR_at_RedlandCityMarina","EPR_atKFCVicPoint","EPR_atSpringacreRd","EPR_atCreeksideCct","VicPntShoppingCentre","LinkRoad","ManningEsplanadeDogArea","BushCherryPl","RedlandsHorseClub","RedlandsNetballClub","DS_CrystalWtrs","US_CrystalWtrs","ThornlandsRdBridge","ColthouseDrBridge","SandyCkatMtCottonRd","EPR_atCottonCorner","EldershawAve","VicPntSharksSportClub","EPR_atKodakCl","BunkerRd","CrystalWtrs_Interim","BunningVicPnt","S_36","S_8","S_20","S_22","S_18","S_19","S_35","S_15","S_34","S_29","S_25"
,        3.166667,          0.9000,          0.9000,          7.1795,          3.3849,          6.1918,          7.1726,          9.7582,         26.6181,         22.6147,         16.2677,          1.4984,          3.5904,          5.0849,         10.9786,          4.4829,          4.3707,          8.6709,          8.9194,         16.6380,         14.1550,         16.9638,         40.3478,         29.6901,         40.4718,          1.1474,         21.5067,         16.3984,          0.0000,        111.0710,        251.7142,        198.8768,        106.9461,         20.0634,         21.7129,          0.0000,          8.6232,        102.5774,         58.5271,          7.4275,          0.5255,         15.6042,         17.5415,         45.7568,         83.1068,         19.0382,          9.3618,        167.3359,        130.2783,          6.6136,         21.7625,         63.5680,        102.8859,         72.9723,         87.5040,         18.5176,         35.8595,         14.1929,         18.7298,          9.4354,         14.5252,         55.1741
,        3.200000,          0.9000,          0.9000,          7.1633,          3.3811,          6.1741,          7.1424,          9.7285,         26.6020,         22.6067,         16.2483,          1.5337,          3.5693,          5.0665,         10.9671,          4.4865,          4.3977,          8.7129,          8.9603,         16.6594,         14.1881,         16.9522,         40.3240,         29.6847,         40.4461,          1.1645,         21.5038,         16.4172,          0.0000,        117.8627,        255.8424,        201.2444,        108.9820,         19.5536,         20.6003,          0.0000,          7.3817,        101.9711,         57.7119,          7.2555,          0.4429,         14.8081,         17.0202,         43.5111,         82.3847,         18.5802,          8.6582,        169.3130,        131.6074,          6.3504,         21.3332,         61.9499,        107.9413,         72.3799,         88.5506,         17.9645,         35.4490,         13.2698,         17.9149,          8.4796,         13.3259,         55.0090
,        3.233333,          0.9000,          0.9000,          7.1471,          3.3736,          6.1522,          7.1114,          9.7031,         26.5854,         22.5973,         16.2368,          1.5689,          3.5462,          5.0413,         10.9538,          4.4892,          4.4237,          8.7537,          8.9956,         16.6772,         14.2184,         16.9447,         40.2937,         29.6779,         40.4095,          1.1817,         21.4980,         16.4337,          0.0000,        124.5335,        259.7212,        203.6642,        110.8622,         18.9520,         19.4336,          0.0000,          6.3990,        100.9907,         56.8223,          7.0674,          0.3762,         13.8994,         15.8063,         41.3127,         81.2749,         18.0734,          7.7356,        171.6747,        132.6106,          6.1107,         20.7707,         59.7553,        112.8301,         71.2965,         89.4736,         17.3373,         34.8935,         12.3125,         16.6463,          7.6399,         12.2039,         54.7899
,        3.266667,          0.9000,          0.9000,          7.1275,          3.3627,          6.1256,          7.0803,          9.6792,         26.5683,         22.5874,         16.2234,          1.6027,          3.5212,          5.0218,         10.9395,          4.4925,          4.4481,          8.7948,          9.0344,         16.6922,         14.2466,         16.9398,         40.2584,         29.6721,         40.3635,          1.1996,         21.4890,         16.4480,          0.0000,        131.0784,        263.5033,        205.8761,        112.9117,         18.3820,         18.2320,          0.0000,          5.5711,         99.7185,         55.5970,          6.8309,          0.3248,         13.0449,         14.9596,         38.9688,         80.7458,         17.3842,          7.2528,        173.3391,        133.3072,          5.8449,         20.2507,         57.1695,        117.7837,         69.7138,         90.2962,         16.6358,         34.1585,         11.4745,         15.5547,          6.8580,         11.2036,         54.3347
,        3.300000,          0.9000,          0.9000,          7.1093,          3.3484,          6.0976,          7.0471,          9.6567,         26.5513,         22.5770,         16.1977,          1.6353,          3.4933,          4.9988,         10.9242,          4.4969,          4.4715,          8.8355,          9.0737,         16.7038,         14.2729,         16.9270,         40.2197,         29.6656,         40.3062,          1.2178,         21.4768,         16.4601,          0.0000,        137.2834,        267.2130,        207.8299,        114.9948,         17.7782,         16.9922,          0.0000,          4.8374,         97.9849,         54.3616,          6.6062,          0.2814,         12.2010,         14.0836,         36.7541,         79.7880,         16.8154,          6.6395,        175.4013,        133.7590,          5.5776,         19.8456,         54.0300,        122.6710,         67.6894,         90.9919,         15.9329,         33.2857,         10.7029,         14.4982,          6.1459,         10.3718,         53.6933
,        3.333333,          0.9000,          0.9000,          7.0919,          3.3314,          6.0668,          7.0182,          9.6370,         26.5345,         22.5657,         16.1779,          1.6658,          3.4653,          4.9847,         10.9076,          4.5037,          4.4936,          8.8756,          9.1142,         16.7122,         14.2974,         16.9161,         40.1803,         29.6586,         40.2363,          1.2356,         21.4619,         16.4706,          0.0000,        143.2401,        270.8995,        209.5388,        116.9916,         17.1323,         15.7645,          0.0000,          4.2520,         95.9571,         52.9458,          6.3614,          0.2439,         11.4371,         13.3650,         34.4537,         78.7873,         16.0324,          6.4092,        177.3240,        133.9424,          5.3088,         19.6497,         50.6606,        127.4494,         65.3094,         91.5939,         15.1950,         32.3332,          9.9726,         13.5565,          5.5115,          9.5886,         52.9319
,        3.366667,          0.9000,          0.9000,          7.0740,          3.3120,          6.0320,          6.9947,          9.6177,         26.5182,         22.5528,         16.1651,          1.6961,          3.4351,          4.9551,         10.8903,          4.5092,          4.5144,          8.9145,          9.1530,         16.7174,         14.3196,         16.9034,         40.1370,         29.6509,         40.1517,          1.2538,         21.4446,         16.4793,          0.0000,        148.8464,        274.5930,        210.9334,        118.7522,         16.5241,         14.7024,          0.0000,          3.7206,         93.6411,         51.3483,          6.4039,          0.2136,         10.6442,         12.8139,         32.0569,         77.6747,         15.1494,          5.8000,        179.5576,        133.8720,          5.0500,         19.2934,         46.8387,        132.1941,         62.6599,         92.1236,         14.4592,         31.3006,          9.3039,         12.7234,          4.9341,          8.8533,         51.8447
,        3.400000,          0.9000,          0.9000,          7.0543,          3.2908,          5.9948,          6.9677,          9.6016,         26.5022,         22.5382,         16.1511,          1.7264,          3.4116,          4.9325,         10.8721,          4.5149,          4.5345,          8.9526,          9.1894,         16.7194,         14.3397,         16.8914,         40.0925,         29.6427,         40.0535,          1.2710,         21.4254,         16.4862,          0.0000,        154.0581,        278.3217,        212.1817,        120.4671,         15.9309,         13.6225,          0.0000,          3.2952,         91.0555,         49.6493,          6.1180,          0.1882,          9.8630,         12.0858,         30.0848,         76.4361,         14.4031,          5.4289,        182.0787,        133.4998,          4.7970,         18.8813,         43.1299,        136.6871,         59.8349,         92.5684,         13.6592,         30.2102,          8.6946,         11.9734,          4.4050,          8.2708,         50.6193
,        3.433333,          0.9000,          0.9000,          7.0345,          3.2685,          5.9614,          6.9348,          9.5854,         26.4855,         22.5245,         16.1235,          1.7546,          3.3838,          4.9082,         10.8535,          4.5215,          4.5551,          8.9906,          9.2277,         16.7180,         14.3582,         16.8809,         40.0486,         29.6339,         39.9449,          1.2881,         21.4048,         16.4911,          0.0000,        159.0289,        282.0090,        213.2209,        122.5771,         15.3383,         12.6018,          0.0000,          2.9205,         88.2273,         47.8843,          5.9117,          0.1666,          9.1831,         11.4212,         28.3018,         75.2078,         13.5662,          4.9605,        184.0147,        132.8273,          4.9031,         18.5359,         39.3119,        141.1917,         56.9397,         92.9300,         12.9148,         29.0884,          8.1386,         11.2018,          3.9347,          7.6082,         49.1590
,        3.466667,          0.9000,          0.9000,          7.0156,          3.2455,          5.9549,          6.9076,          9.5733,         26.4696,         22.5143,         16.1124,          1.7811,          3.3549,          4.8892,         10.8302,          4.5289,          4.5755,          9.0272,          9.2635,         16.7131,         14.3745,         16.8699,         40.0112,         29.6237,         39.8313,          1.3049,         21.3833,         16.4944,          0.0000,        163.6411,        285.7891,        214.0078,        124.3540,         14.7275,         11.6584,          0.0000,          2.6506,         85.2134,         48.4020,          5.6845,          0.1480,          8.4822,         10.7722,         27.1229,         73.7938,         12.6358,          4.6401,        186.0458,        131.8345,          4.6934,         18.2343,         35.7374,        145.5933,         54.0303,         93.1963,         12.2184,         27.9458,          7.6054,         10.5756,          3.5064,          7.0040,         47.8152
,        3.500000,          0.9000,          0.9000,          6.9945,          3.2224,          5.9263,          6.8800,          9.5578,         26.4530,         22.5027,         16.1013,          1.8063,          3.3287,          4.8674,         10.8016,          4.5370,          4.5958,          9.0624,          9.2947,         16.7046,         14.3889,         16.8597,         39.9768,         29.6111,         39.7152,          1.3219,         21.3612,         16.4959,          0.0000,        167.8759,        289.5630,        214.5787,        125.9722,         14.1629,         10.7813,          0.0000,          2.3766,         82.2127,         46.1770,          5.4941,          0.1339,          7.7970,         10.2063,         25.8849,         71.7045,         11.6652,          4.2139,        188.5676,        130.5031,          4.4340,         17.9684,         32.2584,        149.7524,         51.1364,         93.3640,         11.5716,         26.7977,          7.0982,         10.0953,          3.1414,          6.5846,         46.2268
,        3.533333,          0.9000,          0.9000,          6.9746,          3.2008,          5.8992,          6.8447,          9.5402,         26.4371,         22.4909,         16.0888,          1.8297,          3.3031,          4.8363,         10.7750,          4.5459,          4.6160,          9.0954,          9.3274,         16.6924,         14.4017,         16.8815,         39.9427,         29.5953,         39.6090,          1.3384,         21.3387,         16.4957,          0.0000,        171.8540,        293.3444,        214.8926,        127.5677,         13.5501,          9.9801,          0.0000,          2.0677,         79.4093,         44.2317,          5.2736,          0.1207,          7.1595,          9.6820,         24.5459,         69.4326,         12.7617,          3.8508,        190.6043,        128.8183,          4.2368,         17.7245,         28.8192,        153.8956,         48.2854,         93.4578,         11.0723,         25.6368,          6.6300,          9.6049,          2.8301,          6.1976,         44.3429
,        3.566667,          0.9000,          0.9000,          6.9551,          3.1793,          5.8718,          6.8239,          9.5196,         26.4225,         22.4795,         16.0778,          1.8528,          3.2822,          4.8159,         10.7495,          4.5551,          4.6363,          9.1272,          9.3599,         16.6764,         14.4122,         16.8546,         39.9046,         29.5761,         39.5164,          1.3546,         21.3163,         16.4937,          0.0000,        175.4612,        297.0371,        214.9850,        129.0254,         12.9686,          9.2323,          0.0000,          1.7236,         76.5574,         42.6193,          5.0682,          0.1087,          6.6005,          9.0924,         23.0679,         66.9793,         12.1568,          3.5343,        192.4814,        126.7926,          4.0238,         17.4403,         25.8146,        157.9741,         45.5787,         93.4151,         10.5713,         24.4576,          6.2178,          9.2344,          2.5554,          5.8692,         42.5088
,        3.600000,          0.9000,          0.9000,          6.9362,          3.1574,          5.8457,          6.8043,          9.5054,         26.4076,         22.4671,         16.0644,          1.8752,          3.2598,          4.7996,         10.7237,          4.5648,          4.6561,          9.1579,          9.3888,         16.6565,         14.4207,         16.8478,         39.8636,         29.5561,         39.4397,          1.3697,         21.2942,         16.4898,          0.0000,        178.8627,        300.7226,        214.8222,        130.1971,         12.4299,          8.6633,          0.0000,          1.5007,         73.7109,         41.1690,          5.0213,          0.0976,          6.0880,          8.7665,         21.2974,         64.3631,         10.9758,          3.2432,        194.9579,        124.4448,          3.8275,         17.1383,         23.2168,        161.6796,         43.0029,         93.2666,         10.0301,         23.2996,          5.8327,          8.9943,          2.3048,          5.5045,         40.8210
,        3.633333,          0.9000,          0.9000,          6.9185,          3.1350,          5.8204,          6.7793,          9.4966,         26.3938,         22.4541,         16.0531,          1.8973,          3.2349,          4.7688,         10.6987,          4.5750,          4.6755,          9.1880,          9.4170,         16.6324,         14.4272,         16.8465,         39.8101,         29.5401,         39.3760,          1.3849,         21.2726,         16.4840,          0.0000,        182.1278,        304.2664,        214.4688,        131.3130,         11.8895,          8.2048,          0.0000,          1.3604,         70.8286,         39.7485,          4.9010,          0.0853,          5.6228,          8.1584,         18.9004,         62.7732,          9.8695,          2.9362,        196.9264,        121.8190,          3.6491,         16.8358,         20.9395,        165.3508,         40.5545,         92.9893,          9.5187,         22.1973,          5.4907,          8.8294,          2.0875,          5.1132,         39.1900
,        3.666667,          0.9000,          0.9000,          6.9022,          3.1126,          5.7945,          6.7529,          9.4875,         26.3804,         22.4390,         16.0486,          1.9188,          3.2274,          4.7435,         10.6740,          4.5860,          4.6939,          9.2162,          9.4432,         16.6043,         14.4316,         16.8379,         39.7492,         29.5204,         39.3263,          1.3995,         21.2514,         16.4765,          0.0000,        185.2803,        307.7107,        213.8645,        132.3760,         11.3555,          7.4893,          0.0000,          1.2205,         68.0341,         38.3234,          4.6985,          0.0779,          5.2327,          7.6163,         16.6618,         59.7210,          8.9257,          2.5518,        198.5420,        118.9264,          3.4672,         16.5800,         19.0047,        168.8927,         38.2243,         92.6218,          9.0664,         21.1595,          5.1384,          8.6311,          1.8943,          4.7905,         37.3070
,        3.700000,          0.9000,          0.9000,          6.8851,          3.0907,          5.7703,          6.7231,          9.4797,         26.3677,         22.4254,         16.0300,          1.9396,          3.2230,          4.7247,         10.6470,          4.5973,          4.7118,          9.2425,          9.4652,         16.5720,         14.4341,         16.8274,         39.6815,         29.4951,         39.2852,          1.4138,         21.2304,         16.4673,          0.0000,        188.3535,        311.1157,        213.0800,        133.2932,         10.8095,          7.0547,          0.0000,          1.1140,         65.4578,         37.0851,          4.7800,          0.0708,          4.7999,          7.2555,         14.8027,         56.6118,          7.8656,          2.2848,        200.4679,        115.8225,          3.3089,         16.3018,         17.2763,        172.2861,         35.9855,         92.1771,          8.5995,         20.1708,          4.8132,          8.3078,          1.7226,          4.5954,         35.6811
,        3.733333,          0.9000,          0.9000,          6.8674,          3.0693,          5.7445,          6.6963,          9.4747,         26.3548,         22.4121,         16.0230,          1.9598,          3.2243,          4.7020,         10.6223,          4.6092,          4.7295,          9.2665,          9.4867,         16.5362,         14.4346,         16.8135,         39.6146,         29.4688,         39.2503,          1.4280,         21.2099,         16.4563,          0.0000,        191.2127,        314.3708,        212.0549,        134.2187,         10.4481,          6.6693,          0.0000,          1.0494,         62.8973,         35.9248,          4.0858,          0.0642,          4.3972,          6.7308,         13.3663,         53.5221,          6.9512,          2.1713,        202.0427,        112.5591,          3.1482,         16.1007,         15.7437,        175.6798,         33.8526,         91.6278,          8.1644,         19.2378,          4.5206,          8.2365,          1.5702,          4.2916,         34.1669
,        3.766667,          0.9000,          0.9000,          6.8580,          3.0484,          5.7198,          6.6767,          9.4647,         26.3428,         22.3998,         16.0071,          1.9790,          3.2308,          4.6959,         10.5915,          4.6207,          4.7462,          9.2881,          9.5081,         16.4956,         14.4332,         16.7999,         39.5595,         29.4404,         39.2207,          1.4412,         21.1899,         16.4437,          0.0000,        193.9559,        317.5068,        210.8767,        134.9857,          9.9740,          6.3289,          0.0000,          0.9355,         60.4961,         34.7729,          4.0256,          0.0585,          4.2447,          6.3719,         12.4411,         50.3765,          6.1699,          2.1173,        203.3116,        109.1954,          3.0017,         15.7581,         14.3650,        178.8664,         31.8505,         90.9665,          7.7827,         18.3661,          4.2762,          8.0337,          1.4274,          4.0345,         32.7567
,        3.800000,          0.9000,          0.9000,          6.8407,          3.0283,          5.6956,          6.6560,          9.4564,         26.3316,         22.3876,         15.9982,          1.9974,          3.2377,          4.6734,         10.5559,          4.6328,          4.7617,          9.3073,          9.5277,         16.4506,         14.4300,         16.7880,         39.5096,         29.4124,         39.1944,          1.4548,         21.1706,         16.4295,          0.0000,        196.7077,        320.4275,        209.5353,        135.5756,          9.5203,          6.1279,          0.0000,          0.8523,         58.2782,         33.6155,          3.8254,          0.0536,          3.8325,          6.0031,         11.7474,         47.3521,          5.4122,          1.9530,        204.5107,        105.8257,          2.8574,         15.5636,         13.1250,        182.1090,         30.0024,         90.1958,          7.4067,         17.5346,          4.0239,          7.8067,          1.3002,          3.7568,         31.3301
,        3.833333,          0.9000,          0.9000,          6.8217,          3.0090,          5.6725,          6.6408,          9.4505,         26.3200,         22.3768,         15.9829,          2.0155,          3.2503,          4.6668,         10.5183,          4.6448,          4.7771,          9.3244,          9.5455,         16.4013,         14.4251,         16.7764,         39.4666,         29.3834,         39.1728,          1.4672,         21.1521,         16.4136,          0.0000,        199.4465,        323.1478,        208.0488,        136.0302,          9.1070,          5.8357,          0.0000,          0.7842,         56.1682,         32.4707,          3.6364,          0.0458,          3.4746,          5.7299,         11.1620,         44.2772,          4.8053,          1.9558,        205.5352,        102.4390,          2.7260,         15.2940,         12.0423,        185.3074,         28.2614,         89.3253,          7.0598,         16.7570,          3.7763,          7.6147,          1.1910,          3.5620,         29.9818
,        3.866667,          0.9000,          0.9000,          6.8041,          2.9904,          5.6494,          6.6305,          9.4474,         26.3096,         22.3665,         15.9698,          2.0332,          3.2674,          4.6469,         10.4833,          4.6564,          4.7919,          9.3390,          9.5613,         16.3461,         14.4183,         16.7658,         39.4266,         29.3525,         39.1533,          1.4794,         21.1341,         16.3960,          0.0000,        202.1699,        325.6818,        206.3720,        136.3468,          8.6623,          5.4748,          0.0000,          0.7465,         54.1751,         31.3266,          3.4634,          0.0443,          3.1633,          5.5590,         10.3027,         41.1925,          4.2705,          1.6510,        206.4466,         98.7370,          2.6053,         14.9725,         11.0734,        188.4233,         26.6187,         88.3301,          6.7445,         16.0109,          3.5767,          7.5311,          1.0881,          3.4245,         28.4910
,        3.900000,          0.9000,          0.9000,          6.7869,          2.9724,          5.6267,          6.6208,          9.4399,         26.2996,         22.3570,         15.9600,          2.0507,          3.2834,          4.6191,         10.4510,          4.6678,          4.8061,          9.3511,          9.5747,         16.2882,         14.4098,         16.7542,         39.3941,         29.3212,         39.1387,          1.4926,         21.1167,         16.3772,          0.0000,        204.9156,        328.0216,        204.5127,        136.5221,          8.2642,          5.1964,          0.0000,          0.7299,         52.2703,         30.1474,          3.3044,          0.0422,          2.8899,          5.3452,          9.6167,         38.2320,          3.7816,          1.4518,        207.2490,         95.1832,          2.4909,         14.6464,         10.1918,        191.3559,         25.0708,         87.2159,          6.4467,         15.3032,          3.3471,          7.1877,          1.0039,          3.2543,         27.0732
,        3.933333,          0.9000,          0.9000,          6.7710,          2.9549,          5.6037,          6.6067,          9.4319,         26.2895,         22.3474,         15.9465,          2.0681,          3.2993,          4.6031,         10.4225,          4.6785,          4.8195,          9.3608,          9.5860,         16.2258,         14.3996,         16.7443,         39.3545,         29.2896,         39.1231,          1.5054,         21.0999,         16.3573,          0.0000,        207.7767,        330.1267,        202.5918,        136.5459,          7.8888,          5.0232,          0.0000,          0.6574,         50.4566,         29.0011,          3.2996,          0.0390,          2.6677,          5.1287,          8.9904,         35.4465,          3.2971,          1.3053,        207.9055,         91.5496,          2.3759,         14.2411,          9.4051,        194.4068,         23.6253,         86.0032,          6.1947,         14.6502,          3.1461,          6.8633,          0.9311,          3.0962,         25.8074
,        3.966667,          0.9000,          0.9000,          6.7567,          2.9377,          5.5805,          6.5933,          9.4276,         26.2801,         22.3385,         15.9305,          2.0853,          3.3153,          4.5872,         10.3833,          4.6894,          4.8320,          9.3682,          9.5935,         16.1619,         14.3879,         16.7329,         39.3154,         29.2583,         39.1062,          1.5175,         21.0840,         16.3357,          0.0000,        210.6771,        332.0325,        200.5717,        136.3648,          7.4728,          4.7828,          0.0000,          0.6079,         48.6617,         27.8680,          2.8681,          0.0361,          2.4770,          4.8808,          8.3967,         32.8371,          2.6857,          1.1386,        208.5416,         88.0156,          2.2746,         13.9291,          8.6681,        197.3869,         22.2876,         84.7583,          5.9609,         14.0329,          2.9569,          6.4876,          0.8645,          2.9409,         24.5098
,        4.000000,          0.9000,          0.9000,          6.7436,          2.9206,          5.5568,          6.5796,          9.4237,         26.2708,         22.3301,         15.9178,          2.1025,          3.3315,          4.5831,         10.3276,          4.7003,          4.8438,          9.3726,          9.5997,         16.0984,         14.3746,         16.7213,         39.2801,         29.2286,         39.0913,          1.5295,         21.0689,         16.3127,          0.0000,        213.5727,        333.6877,        198.3195,        136.0562,          7.1115,          4.4556,          0.0000,          0.5633,         46.9393,         26.7306,          2.8793,          0.0334,          2.2798,          4.6395,          7.8582,         30.6385,          2.4089,          1.1851,        208.8852,         84.5563,          2.1731,         13.7016,          8.0072,        200.2292,         21.0409,         83.4659,          5.7722,         13.4407,          2.7874,          5.9017,          0.8026,          2.7648,         23.4875
,        4.033333,          0.9000,          0.9000,          6.7319,          2.9038,          5.5341,          6.5712,          9.4211,         26.2622,         22.3219,         15.9081,          2.1194,          3.3467,          4.5757,         10.2780,          4.7107,          4.8548,          9.3744,          9.6037,         16.0382,         14.3597,         16.7096,         39.2462,         29.1993,         39.0788,          1.5417,         21.0542,         16.2884,          0.0000,        216.4113,        335.0696,        196.0398,        135.5703,          6.7908,          4.1209,          0.0000,          0.5338,         45.2838,         25.6099,          2.7523,          0.0311,          2.1347,          4.4558,          7.3004,         28.2449,          2.1757,          1.0585,        209.1001,         81.2086,          2.0763,         13.4561,          7.3934,        203.1283,         19.8629,         82.1158,          5.5357,         12.8811,          2.6415,          5.6845,          0.7466,          2.5978,         22.5550
,        4.066667,          0.9000,          0.9000,          6.7198,          2.8873,          5.5108,          6.5629,          9.4178,         26.2538,         22.3140,         15.9006,          2.1360,          3.3614,          4.5600,         10.2344,          4.7203,          4.8648,          9.3734,          9.6054,         15.9778,         14.3437,         16.6999,         39.2184,         29.1716,         39.0669,          1.5535,         21.0401,         16.2626,          0.0000,        219.1393,        336.2264,        193.8151,        134.9122,          6.5220,          3.7619,          0.0000,          0.4985,         43.6851,         24.4536,          2.6380,          0.0289,          2.0014,          4.2943,          7.1076,         26.4441,          1.9699,          1.0481,        209.1739,         78.0509,          1.9873,         13.1005,          6.8283,        205.9237,         18.7607,         80.7065,          5.3442,         12.3534,          2.4869,          5.2871,          0.6911,          2.4771,         21.3589
,        4.100000,          0.9000,          0.9000,          6.7079,          2.8711,          5.4875,          6.5460,          9.4153,         26.2459,         22.3064,         15.8930,          2.1520,          3.3762,          4.5464,         10.1980,          4.7291,          4.8740,          9.3697,          9.6047,         15.9212,         14.3262,         16.6900,         39.2003,         29.1455,         39.0555,          1.5655,         21.0265,         16.2337,          0.0000,        221.7157,        337.0966,        191.2708,        134.0751,          6.3251,          3.3530,          0.0000,          0.4639,         42.1351,         23.3085,          2.5318,          0.0269,          1.8924,          4.0210,          6.7983,         24.5229,          1.7846,          0.9197,        209.0858,         74.8215,          1.8985,         12.6480,          6.3205,        208.7249,         17.7344,         79.1239,          5.1855,         11.8610,          2.3727,          4.8301,          0.6424,          2.3568,         20.2370
,        4.133333,          0.9000,          0.9000,          6.6962,          2.8552,          5.4650,          6.5328,          9.4126,         26.2378,         22.2991,         15.8818,          2.1676,          3.3895,          4.5410,         10.1667,          4.7373,          4.8821,          9.3632,          9.6015,         15.8625,         14.3070,         16.6823,         39.1798,         29.1191,         39.0444,          1.5772,         21.0135,         16.2031,          0.0000,        224.1712,        337.6902,        188.6135,        133.0780,          5.9939,          2.7792,          0.0000,          0.4290,         40.6396,         22.2807,          2.4067,          0.0251,          1.7871,          3.8019,          6.5328,         22.8019,          1.6090,          0.8765,        208.8611,         71.6890,          1.8164,         12.2719,          5.8525,        211.4599,         16.7799,         77.4272,          5.0282,         11.4019,          2.2442,          4.4509,          0.5991,          2.2113,         19.0846
,        4.166667,          0.9000,          0.9000,          6.6844,          2.8393,          5.4427,          6.5226,          9.4099,         26.2305,         22.2921,         15.8658,          2.1828,          3.4029,          4.5306,         10.1364,          4.7449,          4.8895,          9.3542,          9.5960,         15.8013,         14.2862,         16.6748,         39.1584,         29.0944,         39.0337,          1.5889,         21.0010,         16.1709,          0.0000,        226.4803,        337.9766,        185.7922,        131.9619,          5.7251,          2.0412,          0.0000,          0.3968,         39.1536,         21.2273,          2.3131,          0.0235,          1.6894,          3.6501,          6.0381,         21.3099,          1.4716,          0.8592,        208.4843,         68.6757,          1.7377,         11.8778,          5.4310,        214.1548,         15.8900,         75.8303,          4.9042,         10.9703,          2.1552,          4.0685,          0.5616,          2.1131,         18.0270
,        4.200000,          0.9000,          0.9000,          6.6723,          2.8232,          5.4191,          6.5090,          9.4076,         26.2231,         22.2854,         15.8582,          2.1977,          3.4182,          4.5249,         10.1076,          4.7515,          4.8960,          9.3426,          9.5882,         15.7399,         14.2637,         16.6659,         39.1324,         29.0714,         39.0242,          1.6005,         20.9889,         16.1372,          0.0000,        228.6494,        337.9917,        182.8498,        130.6895,          5.4850,          1.3734,          0.0000,          0.3688,         37.6935,         20.1447,          2.2117,          0.0219,          1.6098,          3.4642,          5.6772,         19.9481,          1.3556,          0.8106,        207.9918,         65.6684,          1.6632,         11.4175,          5.0543,        216.7775,         15.0581,         74.3132,          4.7781,         10.5625,          2.0543,          3.7628,          0.5222,          1.9759,         17.0082
,        4.233333,          0.9000,          0.9000,          6.6600,          2.8072,          5.3954,          6.5012,          9.4056,         26.2161,         22.2789,         15.8528,          2.2119,          3.4349,          4.5264,         10.0748,          4.7565,          4.9014,          9.3286,          9.5779,         15.6806,         14.2393,         16.6587,         39.1122,         29.0481,         39.0147,          1.6118,         20.9775,         16.1009,          0.0000,        230.7031,        337.7213,        179.4740,        129.2470,          5.3106,          1.0068,          0.0000,          0.3437,         36.3156,         19.0416,          2.1239,          0.0205,          1.5327,          3.3472,          5.4241,         18.6825,          1.2517,          0.8501,        207.3497,         62.8327,          1.5946,         10.7777,          4.7120,        219.3105,         14.3014,         72.6840,          4.6498,         10.1774,          1.9404,          3.4772,          0.4916,          1.8633,         16.1139
,        4.266667,          0.9000,          0.9000,          6.6484,          2.7918,          5.3715,          6.4913,          9.4036,         26.2096,         22.2726,         15.8456,          2.2258,          3.4509,          4.5313,         10.0503,          4.7610,          4.9058,          9.3118,          9.5656,         15.6242,         14.2129,         16.6513,         39.0950,         29.0258,         39.0059,          1.6232,         20.9668,         16.0618,          0.0000,        232.7064,        337.1518,        176.0879,        127.6356,          5.1297,          0.8188,          0.0000,          0.3217,         35.0096,         17.9568,          2.0412,          0.0192,          1.4597,          3.1632,          5.1520,         17.4706,          1.1523,          0.8593,        206.5607,         60.1253,          1.5281,         10.1833,          4.4143,        221.7237,         13.5904,         70.9698,          4.5258,          9.8099,          1.8690,          3.2341,          0.4605,          1.7618,         15.2187
